name,kind,city,region,country,date_granted,grant,address,lat,lon,wikipedia_url,image_source,image_title,image_url,photographer,licence,licence_url,credit_page,postable
Anniston,public,Anniston,Alabama,United States,"May 15, 1916","$20,000",Wilmer Ave. & E 10th St.,33.6572000,-85.8284083,,wikipedia-list,"File:Anniston,_Alabama_Carnegie_library.png",https://upload.wikimedia.org/wikipedia/commons/2/20/Anniston%2C_Alabama_Carnegie_library.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,"E.O. Knopp Co., Milwaukee",Public domain,,"https://commons.wikimedia.org/wiki/File:Anniston,_Alabama_Carnegie_library.png",yes
Avondale,public,Avondale,Alabama,United States,"Dec 13, 1907","$10,000",,,,,,,,,,,,no
Bessemer,public,Bessemer,Alabama,United States,"Feb 13, 1906","$10,000",321 18th St. N,33.4022833,-86.9546833,,,,,,,,,no
Decatur,public,Decatur,Alabama,United States,"Feb 12, 1903","$12,000",207 Church St. NE,34.6125306,-86.982000,,,,,,,,,no
Ensley,public,Ensley,Alabama,United States,"Mar 25, 1905","$10,000",Corner of Avenue H and 18th St.,,,,,,,,,,,no
Eufaula Carnegie Library,public,Eufaula,Alabama,United States,"Feb 2, 1903","$10,000",217 N Eufaula Ave.,31.8967972,-85.1456528,https://en.wikipedia.org/wiki/Eufaula_Carnegie_Library,wikipedia-list,File:Eufaula_Carnegie_Library.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Eufaula_Carnegie_Library.JPG/1920px-Eufaula_Carnegie_Library.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Rivers Langley; SaveRivers,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Eufaula_Carnegie_Library.JPG,yes
Gadsden,public,Gadsden,Alabama,United States,"Nov 18, 1903","$10,000",701 Forrest Ave.,34.0225472,-86.0454583,,,,,,,,,no
Huntsville,public,Huntsville,Alabama,United States,"May 8, 1914","$12,500",,,,https://en.wikipedia.org/wiki/Huntsville_Madison_County_Public_Library,,,,,,,,no
Montgomery,public,Montgomery,Alabama,United States,"Feb 13, 1901","$50,000",100 S Lawrence St.,32.3768639,-86.3062333,,wikipedia-list,File:Carnegie_Library_Montgomery.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Carnegie_Library_Montgomery.jpg/1920px-Carnegie_Library_Montgomery.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Detroit Publishing Co.,Public domain,,https://commons.wikimedia.org/wiki/File:Carnegie_Library_Montgomery.jpg,yes
Selma,public,Selma,Alabama,United States,"Apr 13, 1903","$11,800",912 Selma Avenue,32.4082083,-87.0218194,,wikipedia-list,File:Carnegie_Library_Selma.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fc/Carnegie_Library_Selma.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,The Rotograph Co. (publishers),Public domain,,https://commons.wikimedia.org/wiki/File:Carnegie_Library_Selma.jpg,yes
Talladega,public,Talladega,Alabama,United States,"Feb 13, 1906","$12,500",200 South St. E,33.4337861,-86.099833,,wikipedia-list,File:Talladega_Public_Library_Talladega_Alabama_USA.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a1/Talladega_Public_Library_Talladega_Alabama_USA.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Brian K. Chatham,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Talladega_Public_Library_Talladega_Alabama_USA.jpg,yes
Troy,public,Troy,Alabama,United States,"Apr 6, 1908","$10,000",306 E Academy St.,31.8099500,-85.969111,,wikipedia-list,File:Troy_Alabama_Carnegie_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/1/10/Troy_Alabama_Carnegie_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Hoteltwo,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Troy_Alabama_Carnegie_Library.jpg,yes
Union Springs,public,Union Springs,Alabama,United States,"Jan 6, 1911","$7,000",103 Prairie St. N,32.1412611,-85.7161056,,,,,,,,,no
West End,public,West End,Alabama,United States,"Feb 1, 1909","$10,000",Tuscaloosa Ave. SW & 13th St. SW,33.4935944,-86.8535333,,,,,,,,,no
Phoenix,public,Phoenix,Arizona,United States,"Apr 26, 1902","$25,000",1101 W Washington St.,33.4476722,-112.0869972,https://en.wikipedia.org/wiki/Phoenix_Carnegie_Library_and_Library_Park,wikipedia-list,File:P-Phoenix_Carnegie_Library_and_Library_Park-1907.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/P-Phoenix_Carnegie_Library_and_Library_Park-1907.jpg/1920px-P-Phoenix_Carnegie_Library_and_Library_Park-1907.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Tony the Marine (talk),CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:P-Phoenix_Carnegie_Library_and_Library_Park-1907.jpg,yes
Prescott,public,Prescott,Arizona,United States,"Jul 4, 1899","$4,000",125 E Gurley St.,34.5416722,-112.4675889,"https://en.wikipedia.org/wiki/Carnegie_Library_(Prescott,_Arizona)",wikipedia-list,File:OldPublicLibraryPrescott422.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/OldPublicLibraryPrescott422.jpg/1920px-OldPublicLibraryPrescott422.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Doncram,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:OldPublicLibraryPrescott422.jpg,yes
Tucson,public,Tucson,Arizona,United States,"Oct 27, 1899","$25,000",200 S 6th Ave.,32.2191917,-110.9691556,,wikipedia-list,File:Pcplold.jpg,https://upload.wikimedia.org/wikipedia/commons/5/54/Pcplold.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Pima County,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Pcplold.jpg,yes
Yuma,public,Yuma,Arizona,United States,"Sep 14, 1917","$10,000",350 S 3rd Ave.,32.7206139,-114.6240639,,,,,,,,,no
Eureka Springs,public,Eureka Springs,Arkansas,United States,"Apr 23, 1906","$15,500",194 Spring St.,36.4075806,-93.7366333,,wikipedia-list,File:Carnegie_Public_Library_in_Eureka_Springs_AR.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Carnegie_Public_Library_in_Eureka_Springs_AR.jpg/1920px-Carnegie_Public_Library_in_Eureka_Springs_AR.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"CZmarlin — Christopher Ziemnowicz, a photo credit would be appreciated if this image is used anywhere other than Wikipedia. Please leave a note at Wikipedia here. Thank you!",CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Carnegie_Public_Library_in_Eureka_Springs_AR.jpg,yes
Fort Smith,public,Fort Smith,Arkansas,United States,"Mar 24, 1906","$25,000",318 N. 13th St.,35.385611,-94.4158111,,,,,,,,,no
Little Rock,public,Little Rock,Arkansas,United States,"Mar 24, 1906","$88,100",W. 7th St. and S. Louisiana St.,34.7422083,-92.2730639,,wikipedia-list,"File:Little_Rock,_Arkansas_Carnegie_library.jpg",https://upload.wikimedia.org/wikipedia/commons/4/4b/Little_Rock%2C_Arkansas_Carnegie_library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,S. H. Kress &amp; Co.,Public domain,,"https://commons.wikimedia.org/wiki/File:Little_Rock,_Arkansas_Carnegie_library.jpg",yes
Morrilton,public,Morrilton,Arkansas,United States,"Sep 20, 1915","$10,000",101 W. Church St.,35.1511306,-92.7454556,https://en.wikipedia.org/wiki/Conway_County_Library,wikipedia-list,File:Morrilton_Library.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Morrilton_Library.JPG/1920px-Morrilton_Library.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Cid.williams,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Morrilton_Library.JPG,yes
Alameda,public,Alameda,California,United States,"Oct 3, 1899","$35,000","2264 Santa Clara Ave, Alameda, CA 94105",37.76583,-122.24361,https://en.wikipedia.org/wiki/Alameda_Free_Library,wikipedia-list,"File:Alameda_Free_Library_(Alameda,_CA).JPG",https://upload.wikimedia.org/wikipedia/commons/0/0e/Alameda_Free_Library_%28Alameda%2C_CA%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Sanfranman59,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"https://commons.wikimedia.org/wiki/File:Alameda_Free_Library_(Alameda,_CA).JPG",yes
Alturas,public,Alturas,California,United States,"Nov 20, 1908","$10,000","201 S. Court St, Alturas, CA 96101",41.48417,-120.54083,,wikipedia-list,File:Alturas_Carnegie_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Alturas_Carnegie_Library.jpg/1920px-Alturas_Carnegie_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Kedntay,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Alturas_Carnegie_Library.jpg,yes
Anaheim,public,Anaheim,California,United States,"Feb 6, 1907","$10,000","241 S. Anaheim Blvd, Anaheim, CA 92805",33.83417,-117.91361,"https://en.wikipedia.org/wiki/Carnegie_Library_(Anaheim,_California)",wikipedia-list,File:Anaheim_Public_Library_(Carnegie_Library).JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Anaheim_Public_Library_%28Carnegie_Library%29.JPG/1920px-Anaheim_Public_Library_%28Carnegie_Library%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Cbl62,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Anaheim_Public_Library_(Carnegie_Library).JPG,yes
Antioch,public,Antioch,California,United States,"Jun 1, 1915","$2,500","519 F St, Antioch, CA 94505",38.01444,-121.81250,,commons-geosearch,"File:Carnegie Library in Antioch, California, front.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Carnegie_Library_in_Antioch%2C_California%2C_front.jpg/1920px-Carnegie_Library_in_Antioch%2C_California%2C_front.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Mliu92,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Carnegie_Library_in_Antioch,_California,_front.jpg",yes
Auburn,public,Auburn,California,United States,"Mar 9, 1907","$10,000","175 Almond St, Auburn, CA 95603",38.89972,-121.07194,"https://en.wikipedia.org/wiki/Auburn_Public_Library_(Auburn,_California)",wikipedia-list,File:Auburn_Public_Library_2012-09-16_17-07-11.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Auburn_Public_Library_2012-09-16_17-07-11.jpg/1920px-Auburn_Public_Library_2012-09-16_17-07-11.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,liannadavis,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Auburn_Public_Library_2012-09-16_17-07-11.jpg,yes
Azusa,public,Azusa,California,United States,"Dec 24, 1908","$10,000","213 E Foothill Blvd, Azusa, CA 91702",34.13500,-117.90556,,,,,,,,,no
Bayliss District,public,Bayliss,California,United States,"Jan 5, 1916","$4,000","7830 County Rd 39, Glenn, CA 95943",39.58278,-122.04667,,wikipedia-list,File:Bayliss_Carnegie_Library_(April_2023)-3563.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Bayliss_Carnegie_Library_%28April_2023%29-3563.jpg/1920px-Bayliss_Carnegie_Library_%28April_2023%29-3563.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Frank Schulenburg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Bayliss_Carnegie_Library_(April_2023)-3563.jpg,yes
Beaumont,public,Beaumont,California,United States,"Apr 28, 1913","$10,000","125 E 8th St, Beamont, CA 92223",33.93222,-116.98111,https://en.wikipedia.org/wiki/Beaumont_Library_District,wikipedia-list,File:Bldflag.jpg,https://upload.wikimedia.org/wikipedia/commons/5/57/Bldflag.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Lurend,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Bldflag.jpg,yes
Berkeley,public,Berkeley,California,United States,"Feb 12, 1903","$40,000",Shattuck Ave. and Kittridge St.,37.86806,-122.26861,,commons-geosearch,"File:Berkeley Public Library - Berkeley, California - Sarah Stierch - J.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Berkeley_Public_Library_-_Berkeley%2C_California_-_Sarah_Stierch_-_J.jpg/1920px-Berkeley_Public_Library_-_Berkeley%2C_California_-_Sarah_Stierch_-_J.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Sarah Stierch,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,"https://commons.wikimedia.org/wiki/File:Berkeley_Public_Library_-_Berkeley,_California_-_Sarah_Stierch_-_J.jpg",yes
Biggs,public,Biggs,California,United States,"Apr 23, 1906","$5,000","464 B St, Biggs, CA 95917",39.41333,-121.71028,,wikipedia-list,File:Building_on_6th_and_B_Street_in_Biggs-L1003954.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Building_on_6th_and_B_Street_in_Biggs-L1003954.jpg/1920px-Building_on_6th_and_B_Street_in_Biggs-L1003954.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Frank Schulenburg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Building_on_6th_and_B_Street_in_Biggs-L1003954.jpg,yes
Calexico,public,Calexico,California,United States,"Mar 16, 1915","$10,000","420 Heber Ave, Calexico, CA 92231",32.66944,-115.49250,https://en.wikipedia.org/wiki/Calexico_Carnegie_Library,wikipedia-list,"File:Carnegie_Library,_Calexico,_California.jpg",https://upload.wikimedia.org/wikipedia/commons/4/40/Carnegie_Library%2C_Calexico%2C_California.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Cbl62,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"https://commons.wikimedia.org/wiki/File:Carnegie_Library,_Calexico,_California.jpg",yes
Chico,public,Chico,California,United States,"Jan 7, 1904","$10,000","141 Salem St, Chico, CA 95928",39.72917,-121.84222,,wikipedia-list,"File:Chico_Museum,_California_-_panoramio.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Chico_Museum%2C_California_-_panoramio.jpg/1920px-Chico_Museum%2C_California_-_panoramio.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,MARELBU,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"https://commons.wikimedia.org/wiki/File:Chico_Museum,_California_-_panoramio.jpg",yes
Chula Vista,public,Chula Vista,California,United States,"Mar 31, 1916","$10,000",,,,,,,,,,,,no
Clovis,public,Clovis,California,United States,"Mar 11, 1914","$7,000","325 Pollasky Ave, Clovis, CA 93612",36.82583,-119.70167,,,,,,,,,no
Coalinga,public,Coalinga,California,United States,"Jan 27, 1912","$20,000",,,,,,,,,,,,no
Colton,public,Colton,California,United States,"Apr 10, 1906","$10,000","380 N La Cadena Dr, Colton, CA 92324",34.06861,-117.32361,https://en.wikipedia.org/wiki/Colton_Carnegie_Library,wikipedia-list,File:Colton_Area_Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Colton_Area_Museum.jpg/1920px-Colton_Area_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Oleknutlee,Public domain,,https://commons.wikimedia.org/wiki/File:Colton_Area_Museum.jpg,yes
Colusa,public,Colusa,California,United States,"Jan 19, 1905","$10,000","260 6th St, Colusa, CA 95932",39.21361,-122.00972,https://en.wikipedia.org/wiki/Colusa_Carnegie_Library,wikipedia-list,"File:Colusa,_California_police_department_from_SE_2.JPG",https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Colusa%2C_California_police_department_from_SE_2.JPG/1920px-Colusa%2C_California_police_department_from_SE_2.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Colusa,_California_police_department_from_SE_2.JPG",yes
Concord,public,Concord,California,United States,"Jun 1, 1915","$2,500",,,,,,,,,,,,no
Corning,public,Corning,California,United States,"Aug 11, 1913","$10,000","618 4th St, Corning, CA 96021",39.92889,-122.18111,,commons-geosearch,File:Corning City Library (2023)-L1003483.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Corning_City_Library_%282023%29-L1003483.jpg/1920px-Corning_City_Library_%282023%29-L1003483.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Frank Schulenburg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Corning_City_Library_(2023)-L1003483.jpg,yes
Corona,public,Corona,California,United States,"Mar 25, 1905","$11,500",,,,"https://en.wikipedia.org/wiki/Andrew_Carnegie_Library_(Corona,_California)",,,,,,,,no
Covina,public,Covina,California,United States,"Apr 11, 1905","$9,000",,,,,,,,,,,,no
Dinuba,public,Dinuba,California,United States,"Mar 16, 1915","$8,000",,,,,,,,,,,,no
Dixon,public,Dixon,California,United States,"Nov 21, 1911","$10,000","135 E B St, Dixon, CA 95620",38.44667,-121.82194,,wikipedia-list,"File:Dixon_Carnegie_Library,_135_E._B_St.,_Dixon,_CA_5-4-2013_6-50-34_PM.JPG",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Dixon_Carnegie_Library%2C_135_E._B_St.%2C_Dixon%2C_CA_5-4-2013_6-50-34_PM.JPG/1920px-Dixon_Carnegie_Library%2C_135_E._B_St.%2C_Dixon%2C_CA_5-4-2013_6-50-34_PM.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Sanfranman59,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"https://commons.wikimedia.org/wiki/File:Dixon_Carnegie_Library,_135_E._B_St.,_Dixon,_CA_5-4-2013_6-50-34_PM.JPG",yes
Eagle Rock,public,Eagle Rock,California,United States,"Mar 11, 1914","$7,500","2225 Colorado Blvd, Los Angeles, CA 90041",34.13944,-118.21472,https://en.wikipedia.org/wiki/Center_for_the_Arts_Eagle_Rock,wikipedia-list,File:2007September_formerEagleRockBranchLibrary.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7c/2007September_formerEagleRockBranchLibrary.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Doncram,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:2007September_formerEagleRockBranchLibrary.jpg,yes
East San Diego,public,East San Diego,California,United States,"Jun 1, 1915","$10,000",,,,,,,,,,,,no
El Centro,public,El Centro,California,United States,"Feb 13, 1909","$10,000","539 State St, El Centro, CA 92243",32.79139,-115.55583,,,,,,,,,no
Escondido,public,Escondido,California,United States,"Jun 29, 1908","$7,500",,,,,commons-namesearch,File:Escondido Carnegie Library.jpg,https://upload.wikimedia.org/wikipedia/commons/b/ba/Escondido_Carnegie_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Escondido Historical Society,Public domain,,https://commons.wikimedia.org/wiki/File:Escondido_Carnegie_Library.jpg,yes
Eureka,public,Eureka,California,United States,"Oct 3, 1901","$20,000","636 F St, Eureka, CA 95501",40.80056,-124.16444,"https://en.wikipedia.org/wiki/Carnegie_Free_Library_(Eureka,_California)",wikipedia-list,File:Morris_Graves_Museum_-_Carnegie_Library_Building.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Morris_Graves_Museum_-_Carnegie_Library_Building.jpg/1920px-Morris_Graves_Museum_-_Carnegie_Library_Building.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nytasi,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Morris_Graves_Museum_-_Carnegie_Library_Building.jpg,yes
Exeter,public,Exeter,California,United States,"May 8, 1914","$5,000","309 S E St., Exeter, CA 93221",36.29361,-119.13889,https://en.wikipedia.org/wiki/Exeter_Public_Library,wikipedia-list,File:2009-0725-CA-ExeterPublicLibrary.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/2009-0725-CA-ExeterPublicLibrary.jpg/1920px-2009-0725-CA-ExeterPublicLibrary.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Bobak Ha'Eri,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:2009-0725-CA-ExeterPublicLibrary.jpg,yes
Ferndale,public,Ferndale,California,United States,"Mar 21, 1908","$8,000","807 Main St, Ferndale, CA 95536",40.57972,-124.25972,https://en.wikipedia.org/wiki/Ferndale_Public_Library,wikipedia-list,File:Ferndale_CA_Public_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d5/Ferndale_CA_Public_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Ellin Beltz,Public domain,,https://commons.wikimedia.org/wiki/File:Ferndale_CA_Public_Library.jpg,yes
Fresno,public,Fresno,California,United States,"Feb 14, 1901","$30,000","1330 Broadway Street, Fresno CA 93721",,,,wikipedia-list,File:Fresno_Carnegie_Library_Front_View.jpg,https://upload.wikimedia.org/wikipedia/commons/3/38/Fresno_Carnegie_Library_Front_View.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Unknown authorUnknown author,Public domain,,https://commons.wikimedia.org/wiki/File:Fresno_Carnegie_Library_Front_View.jpg,yes
Fullerton,public,Fullerton,California,United States,"Dec 8, 1905","$10,000",,,,,,,,,,,,no
Gilroy,public,Gilroy,California,United States,"Mar 12, 1906","$10,000","195 5th St, Gilroy, CA 95020",37.00778,-121.57167,https://en.wikipedia.org/wiki/Gilroy_Free_Library,wikipedia-list,File:USA-Gilroy-Carnegie_Library-1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/USA-Gilroy-Carnegie_Library-1.jpg/1920px-USA-Gilroy-Carnegie_Library-1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Eugene Zelenko,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:USA-Gilroy-Carnegie_Library-1.jpg,yes
Glendale,public,Glendale,California,United States,"Aug 11, 1911","$12,500",,,,,,,,,,,,no
Grass Valley,public,Grass Valley,California,United States,"Jan 6, 1915","$15,000","207 Mill St, Grass Valley, CA 95945",39.21667,-121.06306,https://en.wikipedia.org/wiki/Grass_Valley_Public_Library,wikipedia-list,File:GrassValley_CARoyceLibarary.JPG,https://upload.wikimedia.org/wikipedia/commons/e/e2/GrassValley_CARoyceLibarary.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Isaac Crumm,Public domain,,https://commons.wikimedia.org/wiki/File:GrassValley_CARoyceLibarary.JPG,yes
Gridley,public,Gridley,California,United States,"Jan 2, 1913","$7,000","519 Kentucky St, Gridley, CA 95966",39.36361,-121.69667,,,,,,,,,no
Hanford,public,Hanford,California,United States,"Mar 20, 1903","$12,500","109 East Eighth St, Hanford, CA 93230",36.32750,-119.64528,https://en.wikipedia.org/wiki/Hanford_Carnegie_Museum,wikipedia-list,File:Carnegie_090907_2.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Carnegie_090907_2.JPG/1920px-Carnegie_090907_2.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Armona at en.wikipedia,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Carnegie_090907_2.JPG,yes
Hayward,public,Hayward,California,United States,"Feb 20, 1906","$11,750",,,,,,,,,,,,no
Healdsburg,public,Healdsburg,California,United States,"Aug 31, 1909","$10,000","221 Matheson St, Healdsburg, CA 95448",38.61111,-122.86722,,wikipedia-list,"File:Healdsburg_Carnegie_Library,_221_Matheson_St.,_Healdsburg,_CA_7-3-2010_4-29-17_PM.JPG",https://upload.wikimedia.org/wikipedia/commons/e/ee/Healdsburg_Carnegie_Library%2C_221_Matheson_St.%2C_Healdsburg%2C_CA_7-3-2010_4-29-17_PM.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Sanfranman59,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"https://commons.wikimedia.org/wiki/File:Healdsburg_Carnegie_Library,_221_Matheson_St.,_Healdsburg,_CA_7-3-2010_4-29-17_PM.JPG",yes
Hemet,public,Hemet,California,United States,"Nov 30, 1910","$10,000",,,,,,,,,,,,no
Hollister,public,Hollister,California,United States,"Apr 16, 1910","$10,000","375 Fifth St, Hollister, CA 95023",36.85111,-121.40333,https://en.wikipedia.org/wiki/Hollister_Carnegie_Library,wikipedia-list,File:Hollistor_City_Hall.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f6/Hollistor_City_Hall.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,BrendelSignature,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Hollistor_City_Hall.jpg,yes
Hollywood,public,Hollywood,California,United States,"Feb 28, 1906","$10,000",,,,,,,,,,,,no
Huntington Beach,public,Huntington Beach,California,United States,"Feb 13, 1913","$10,000",,,,,,,,,,,,no
Imperial,public,Imperial,California,United States,"Jan 23, 1909","$10,000",,,,,,,,,,,,no
Inglewood,public,Inglewood,California,United States,"Nov 9, 1916","$10,000",101 S Grevillea Ave,33.96167,-118.35472,,wikipedia-list,"File:Inglewood_Public_Library,_circa_1950.jpg",https://upload.wikimedia.org/wikipedia/commons/7/71/Inglewood_Public_Library%2C_circa_1950.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Unknown authorUnknown author,GFDL,http://www.gnu.org/copyleft/fdl.html,"https://commons.wikimedia.org/wiki/File:Inglewood_Public_Library,_circa_1950.jpg",yes
