name,kind,city,region,country,date_granted,grant,date_opened,address,lat,lon,image_file,wikipedia_url,notes,section,source_page
Birchfield,public,Birmingham,England,United Kingdom,,,1904,,,,,,,England,List of Carnegie libraries in Europe
Erdington,public,Birmingham,England,United Kingdom,,,1907,,,,,,,England,List of Carnegie libraries in Europe
King's Heath,public,Birmingham,England,United Kingdom,,,1905,,,,,,Renaissance classical style with art nouveau features Grade II listed,England,List of Carnegie libraries in Europe
King's Norton,public,Birmingham,England,United Kingdom,,,1906,,,,,,,England,List of Carnegie libraries in Europe
Northfield Library,public,Birmingham,England,United Kingdom,,,1906,,,,,https://en.wikipedia.org/wiki/Northfield_Library,"destroyed by fire in 1914, reputedly the work of suffragettes, rebuilt using original facade",England,List of Carnegie libraries in Europe
Rednal,public,Birmingham,England,United Kingdom,,,1909,,,,,,,England,List of Carnegie libraries in Europe
Selly Oak Library,public,Birmingham,England,United Kingdom,,,1906,,,,,https://en.wikipedia.org/wiki/Selly_Oak_Library,,England,List of Carnegie libraries in Europe
Stirchley,public,Birmingham,England,United Kingdom,,,1907,,,,,,,England,List of Carnegie libraries in Europe
Earlsdon,public,Coventry,England,United Kingdom,,,1913,,,,,,,England,List of Carnegie libraries in Europe
Foleshill,public,Coventry,England,United Kingdom,,,1913,,,,,,extended 2008,England,List of Carnegie libraries in Europe
Stoke Library,public,Coventry,England,United Kingdom,,,1913,,,,,,,England,List of Carnegie libraries in Europe
Ashton-in-Makerfield,public,Greater Manchester,England,United Kingdom,,,1906,,,,,,Grade II listed in 2009. Temporarily closed in 2024 for roof repairs,England,List of Carnegie libraries in Europe
"Castleton, Rochdale",public,Greater Manchester,England,United Kingdom,,,1905,,,,,,,England,List of Carnegie libraries in Europe
Chadderton,public,Greater Manchester,England,United Kingdom,,,1904,,,,,,"05 Former civic library, Jacobean Revival, designed by J Lindsay Grant of Manchester for Chadderton UDC with funding from Andrew Carnegie.Building was vacated for a new 'Civic Hub' in 2010 and now privately owned. Listed as Grade II in 2011",England,List of Carnegie libraries in Europe
Chorlton,public,Greater Manchester,England,United Kingdom,,,,,,,,,Greater Manchester,England,List of Carnegie libraries in Europe
Didsbury,public,Greater Manchester,England,United Kingdom,,,1915,,,,,,,England,List of Carnegie libraries in Europe
Eccles,public,Greater Manchester,England,United Kingdom,,,1907,,,,,,,England,List of Carnegie libraries in Europe
Farnworth,public,Greater Manchester,England,United Kingdom,,,1911,,,,,,,England,List of Carnegie libraries in Europe
Levenshulme,public,Greater Manchester,England,United Kingdom,,,1904,,,,,,,England,List of Carnegie libraries in Europe
Milnrow,public,Greater Manchester,England,United Kingdom,,,,,,,,,Greater Manchester,England,List of Carnegie libraries in Europe
Pemberton,public,Greater Manchester,England,United Kingdom,,,1907,,,,,,"Ormskirk Road, Pemberton, Grade II listed. Library now closed, used as office space",England,List of Carnegie libraries in Europe
Royton,public,Greater Manchester,England,United Kingdom,,,1907,,,,,,,England,List of Carnegie libraries in Europe
Stockport,public,Greater Manchester,England,United Kingdom,,,1913,,,,,https://en.wikipedia.org/wiki/Stockport_Central_Library,"brick and stone construction. In control of Stockport Metropolitan Borough Council, still in use as Central Library",England,List of Carnegie libraries in Europe
Tyldesley,public,Greater Manchester,England,United Kingdom,,,1909,,,,,,brick and stone construction,England,List of Carnegie libraries in Europe
Westhoughton,public,Greater Manchester,England,United Kingdom,,,1906,,,,,,situated at the rear of the Town Hall,England,List of Carnegie libraries in Europe
Accrington Library,public,Lancashire,England,United Kingdom,,,1907,,,,,https://en.wikipedia.org/wiki/Accrington_Library,(run by Lancashire County Council),England,List of Carnegie libraries in Europe
Burnley,public,Lancashire,England,United Kingdom,,,1930,,,,,,(run by Lancashire County Council),England,List of Carnegie libraries in Europe
Clitheroe,public,Lancashire,England,United Kingdom,,,1905,,,,,https://en.wikipedia.org/wiki/Clitheroe_Library,grade II listed,England,List of Carnegie libraries in Europe
Darwen,public,Lancashire,England,United Kingdom,,,1908,,,,,https://en.wikipedia.org/wiki/Darwen_Library,Yorkshire stone,England,List of Carnegie libraries in Europe
Haslingden,public,Lancashire,England,United Kingdom,,,,,,,,,(run by Lancashire County Council),England,List of Carnegie libraries in Europe
Rawtenstall,public,Lancashire,England,United Kingdom,,,,,,,,https://en.wikipedia.org/wiki/Rawtenstall_Library,,England,List of Carnegie libraries in Europe
Oswaldtwistle,public,Lancashire,England,United Kingdom,,,1915,,,,,,(run by Lancashire County Council),England,List of Carnegie libraries in Europe
St Annes-on-the-Sea,public,Lancashire,England,United Kingdom,,,1906,,,,,https://en.wikipedia.org/wiki/St_Annes-on-the-Sea_Carnegie_Library,brick and terracotta construction (run by Lancashire County Council),England,List of Carnegie libraries in Europe
Birkenhead,public,Merseyside,England,United Kingdom,,,,,,,,,demolished,England,List of Carnegie libraries in Europe
Crosby,public,Merseyside,England,United Kingdom,,,1905,,,,,,"brick and stone, Grade II Listed (closed by Sefton Metropolitan Borough Council in December 2013 - currently a local charity Regenerus is working to develop it as a Carnegie-Crosby a 3rd space for the community)",England,List of Carnegie libraries in Europe
Garston,public,Merseyside,England,United Kingdom,,,,,,,,,Liverpool,England,List of Carnegie libraries in Europe
Newton-le-Willows,public,Merseyside,England,United Kingdom,,,1909,,,,,,"built with a grant of £4,000 (run by St. Helens Metropolitan Borough Council)",England,List of Carnegie libraries in Europe
Sefton Park,public,Merseyside,England,United Kingdom,,,1911,,,,,,Mock Tudor style building with a modern 1960s extension,England,List of Carnegie libraries in Europe
Wallasey,public,Merseyside,England,United Kingdom,,,,,,,,,Central Library,England,List of Carnegie libraries in Europe
Almondbury,public,,England,United Kingdom,,,1906,,,,,,(Kirklees),England,List of Carnegie libraries in Europe
Annfield Plain,public,,England,United Kingdom,,,1908,,,,,,(run by Durham County Council),England,List of Carnegie libraries in Europe
"Arnold, Nottinghamshire",public,,England,United Kingdom,,,1906,,,,,,(demolished in the 1980s),England,List of Carnegie libraries in Europe
Ashby,public,,England,United Kingdom,,,1906,,,,,,"Built with a grant of £1,500",England,List of Carnegie libraries in Europe
Barrow in Furness,public,,England,United Kingdom,,,1922,,,,,https://en.wikipedia.org/wiki/Barrow-in-Furness_Main_Public_Library,(run by Westmorland and Furness Council),England,List of Carnegie libraries in Europe
Batley,public,,England,United Kingdom,,,1907,,,,,,,England,List of Carnegie libraries in Europe
Bideford,public,,England,United Kingdom,,,1905,,,,,,,England,List of Carnegie libraries in Europe
Blackheath,public,,England,United Kingdom,,,1909,,,,,,Grade II listed. Closed in 2011 and now a children's daycare centre,England,List of Carnegie libraries in Europe
Blackpool,public,,England,United Kingdom,,,1911,,,,,,Grade II listed,England,List of Carnegie libraries in Europe
Brierley Hill,public,,England,United Kingdom,,,1904,,,,,,"Designed by the borough surveyor to Brierley Hill, Lewis Harper and built by CA Horton",England,List of Carnegie libraries in Europe
Bolton on Dearne,public,,England,United Kingdom,,,1903,,,,,,"brick. One of the first Carnegie libraries outside Scotland. Formerly Council Offices, currently disused. Community group attempting to raise funds to restore the building and re-open it as a Fitness/Martial arts/Boxing centre for local youth",England,List of Carnegie libraries in Europe
Boston,public,,England,United Kingdom,,,1904,,,,,,Built as part of the Municipal Buildings with a grant of £560,England,List of Carnegie libraries in Europe
Bournemouth,public,Four Carnegie Libraries,England,United Kingdom,,,1907,,,,,,"Winton Branch Library, built with £2,000 from the Carnegie fund, opened on 26 October, by Mayor J. A. Parsons, Grade II listed in 1976; 1909 Springbourne Branch Library, built with £2,000 from the Carnegie fund, opened on 27 March, by Mayor G. E. Bridge; 1910 Boscombe Branch Library, built with £4,000 from the Carnegie fund, designed by Mt C. T. Miles, opened on 22 June, by Mayor G. E. Bridge (relocated to new buildings in 1965); 1916 Westbourne Branch Library, built with £2,000 from the Carnegie fund, opened on 13 May, by Mayor H. Robson, Grade II listed in 1976",England,List of Carnegie libraries in Europe
Bridgwater,public,,England,United Kingdom,,,1905,,,,,,"Edwardian Baroque style, Grade II listed",England,List of Carnegie libraries in Europe
Calne,public,,England,United Kingdom,,,1905,,,,,,,England,List of Carnegie libraries in Europe
"Caversham, Reading",public,,England,United Kingdom,,,1907,,,,,,,England,List of Carnegie libraries in Europe
Chatham,public,,England,United Kingdom,,,1903,,,,,,"by Mayor William D. Driver, the library was partially funded by a £4,500 Carnegie grant. It closed in 1971 due to dry rot and was demolished in 1984",England,List of Carnegie libraries in Europe
Cleator Moor,public,,England,United Kingdom,,,1906,,,,,,grade II listed,England,List of Carnegie libraries in Europe
Cockermouth,public,,England,United Kingdom,,,,,,,,,,England,List of Carnegie libraries in Europe
Cradley Heath,public,,England,United Kingdom,,,1909,,,,,,Grade II Listed,England,List of Carnegie libraries in Europe
Dalton-in-Furness,public,,England,United Kingdom,,,1905,,,,,,,England,List of Carnegie libraries in Europe
Dartford,public,Opened in,England,United Kingdom,,,1916,,,,,https://en.wikipedia.org/wiki/Dartford_Library,"Built with a grant of £7,400, Red brick and Bath stone, Grade-II listed in 1975 (run by Kent County Council)",England,List of Carnegie libraries in Europe
Derby,public,,England,United Kingdom,,,,,,,,,Pear Tree Road,England,List of Carnegie libraries in Europe
Eastbourne,public,,England,United Kingdom,,,1904,,,,,,"Built with a grant of £10,000. Destroyed in an air raid 1943",England,List of Carnegie libraries in Europe
Eastleigh,public,,England,United Kingdom,,,1935,,,,,,"The building now forms part of The Point theatre and dance studio, the library having relocated",England,List of Carnegie libraries in Europe
Fenton,public,,England,United Kingdom,,,1906,,,,,https://en.wikipedia.org/wiki/Fenton_Carnegie_Library,brick and stone construction (run by Stoke-on-Trent City Council) - closed 31 March 2011 due to budget cuts,England,List of Carnegie libraries in Europe
Folkestone,public,,England,United Kingdom,,,1910,,,,,,Closed in December 2022 until further notice due to water damage,England,List of Carnegie libraries in Europe
Gainsborough,public,,England,United Kingdom,,,1905,,,,,,"Built with a grant of £4,000",England,List of Carnegie libraries in Europe
Goole,public,,England,United Kingdom,,,1905,,,,,,"with a grant of £3,000. Demolished in the 1960s",England,List of Carnegie libraries in Europe
Gorleston-on-Sea,public,,England,United Kingdom,,,1907,,,,,,"and built with a grant of £2,000. Demolished in 1975",England,List of Carnegie libraries in Europe
Grantham,public,,England,United Kingdom,,,1926,,,,,,"Originally built to house the town's library and museum, with partial funding from the Carnegie UK Trust. The library has since been relocated, but the building has continued in use as a museum",England,List of Carnegie libraries in Europe
Gravesend,public,,England,United Kingdom,,,1905,,,,,,"Built with a grant of £6,000. Grade-II listed in 1975 (run by Kent County Council)",England,List of Carnegie libraries in Europe
Grays,public,,England,United Kingdom,,,1903,,,,,,"Built with a grant of £3,000. Later demolished. Replaced by Essex County Council cultural centre in 1968, with Library on ground floor (run by Thurrock unitary authority). Some remnants of the library remain",England,List of Carnegie libraries in Europe
Great Yarmouth,public,Opened April,England,United Kingdom,,,1905,,,,,,"Built with a grant of £5,000. Damaged in an air raid in 1941 and again in 1942. This library was subsequently demolished",England,List of Carnegie libraries in Europe
Hartlepool,public,,England,United Kingdom,,,1903,,,,,,"The building was designed by H.C. Crummack, Borough Engineer.The library and adjoining former librarian's house (no. 72 Northgate) is Grade II listed on the National Heritage List for England",England,List of Carnegie libraries in Europe
Harrogate,public,,England,United Kingdom,,,1906,,,,,,"Built with a grant of £7,500. Re-opened in October 2010 following refurbishment (run by North Yorkshire Council)",England,List of Carnegie libraries in Europe
Hove,public,,England,United Kingdom,,,1908,,,,,https://en.wikipedia.org/wiki/Hove_Library,"Renaissance style faced with stone, Grade II listed",England,List of Carnegie libraries in Europe
Huthwaite,public,,England,United Kingdom,,,1913,,,,,,now owned by Nottinghamshire County Council and still serving the people of Huthwaite,England,List of Carnegie libraries in Europe
Hull,public,,England,United Kingdom,,,1905,,,,,,"Built with a grant of £3,000. Grade II listed, now the "" Carnegie Heritage Centre """,England,List of Carnegie libraries in Europe
Ilkeston,public,,England,United Kingdom,,,1904,,,,,,this Grade II listed building sits prominently on the marketplace and still operates as a library,England,List of Carnegie libraries in Europe
Ipswich,public,,England,United Kingdom,,,1924,,,,,"https://en.wikipedia.org/wiki/Ipswich_Public_Library_(Ipswich,_Suffolk)",,England,List of Carnegie libraries in Europe
Irchester,public,Opened November,England,United Kingdom,,,1909,,,,,,"Built with a grant of £1,000",England,List of Carnegie libraries in Europe
Keighley,public,,England,United Kingdom,,,1904,,,,,https://en.wikipedia.org/wiki/Keighley_Library,stone construction (run by Bradford Metropolitan District Council). Grade II listed. The first library in England endowed by Carnegie,England,List of Carnegie libraries in Europe
Kendal,public,,England,United Kingdom,,,1909,,,,,,stone construction (run by Westmorland and Furness Council),England,List of Carnegie libraries in Europe
Kettering,public,,England,United Kingdom,,,1904,,,,,,"built with a grant of £8,450, a ""jewelled casket of learning"" opened by Andrew himself at age 68 years",England,List of Carnegie libraries in Europe
King's Lynn,public,,England,United Kingdom,,,1905,,,,,,"and built with a grant of £5,000",England,List of Carnegie libraries in Europe
Knutsford,public,,England,United Kingdom,,,1904,,,,,,Now a day nursery,England,List of Carnegie libraries in Europe
"Langley, Sandwell",public,,England,United Kingdom,,,,,,,,,brick and terracotta construction,England,List of Carnegie libraries in Europe
Leicester,public,Opened,England,United Kingdom,,,1905,,,,,,"by Carnegie in person. Built with a grant of £12,000. Grade II listed",England,List of Carnegie libraries in Europe
Loughborough,public,Leicestershire built in,England,United Kingdom,,,1905,,,,,,,England,List of Carnegie libraries in Europe
Lincoln,public,,England,United Kingdom,,,1913,,,,,,"Built with a grant of £10,000",England,List of Carnegie libraries in Europe
Littlehampton,public,,England,United Kingdom,,,1906,,,,,,Maltravers Road BN17 5NA. The extended & refurbished modern library is run by West Sussex County Council,England,List of Carnegie libraries in Europe
