name,kind,city,region,country,date_granted,grant,date_opened,address,lat,lon,image_file,wikipedia_url,notes,section,source_page
South Philadelphia,public,,Pennsylvania,United States,,,,2407 S Broad Street,,,,,,Philadelphia,List of Carnegie libraries in Pennsylvania
Southwark,public,,Pennsylvania,United States,,,,1108 South 5th Street,,,,,Now houses Philadelphia Overseas Chinese Association,Philadelphia,List of Carnegie libraries in Pennsylvania
Spring Garden,public,,Pennsylvania,United States,,,,1700 Spring Garden Street,,,,,Razed [4],Philadelphia,List of Carnegie libraries in Pennsylvania
Tacony,public,,Pennsylvania,United States,,,,6742 Torresdale Avenue (19135),40.025356,-75.0452300,Phila_FLP_Tacony01.jpg,,"Land gift of Jacob S. Disston, Esq. 1906 [12]",Philadelphia,List of Carnegie libraries in Pennsylvania
Thomas Holme,public,,Pennsylvania,United States,,,,7810 Frankford Avenue (19136),40.040293,-75.031184,Phila_FLP_Holmesburg01.jpg,,Holmesburg Library Land gift of Lower Dublin Academy [13],Philadelphia,List of Carnegie libraries in Pennsylvania
Walnut Street,public,,Pennsylvania,United States,,,,140 South 40th Street (19104),39.954112,-75.202589,Phila_FLP_WalnutStreet01.png,,West Philadelphia Branch,Philadelphia,List of Carnegie libraries in Pennsylvania
Wissahickon,public,,Pennsylvania,United States,,,,Manayunk Avenue and Osbourne Street,,,,,Razed [4],Philadelphia,List of Carnegie libraries in Pennsylvania
Wyoming,public,,Pennsylvania,United States,,,,231 East Wyoming Avenue (19120),40.021191,-75.121402,Phila_FLP_Wyoming02.jpg,,"Opened October 30, 1930, it was the last library funded by Carnegie. [14]",Philadelphia,List of Carnegie libraries in Pennsylvania
Allegheny,public,,Pennsylvania,United States,1886,"$481,012",,6 Allegheny Square East,,,Carnegie_Free_Library_of_Allegheny.jpg,https://en.wikipedia.org/wiki/Carnegie_Free_Library_of_Allegheny,"The first Carnegie Library in the US to be commissioned and the second to open. Dedicated by Carnegie and U.S. President Benjamin Harrison on February 20, 1890. Also houses the first Carnegie Hall in the US, which is now used by the New Hazlett Theater. And starting in 2017, the library space is being renovated and being turned into the Museum Lab, which is a part of the Children's Museum across the street, and will open in April 2019.",Public libraries,List of Carnegie libraries in Pennsylvania
Beaver Falls,public,,Pennsylvania,United States,"Aug 15, 1899","$50,000",,1301 7th Ave.,,,Carnegie_Free_Library_in_Beaver_Falls.jpg,https://en.wikipedia.org/wiki/Carnegie_Free_Library_of_Beaver_Falls,The 20th Carnegie Library in the U.S. to be commissioned.,Public libraries,List of Carnegie libraries in Pennsylvania
Braddock,public,,Pennsylvania,United States,1887,"$357,782",,419 Library St.,40.401869,-79.865425,CarnegieFreeLibraryofBraddock.jpg,https://en.wikipedia.org/wiki/Carnegie_Free_Library_of_Braddock,"The first Carnegie Library in the US to open and the second to be commissioned. Dedicated by Carnegie and U.S. President Benjamin Harrison on March 30, 1889. Originally, it was not a publicly supported library but was fully funded by the Carnegie Steel Co. and governed by its officials. The first of four such libraries in the US to be fully endowed. An 1893 expansion doubled the size of the building and includes the third Carnegie Music Hall in the US, a Gymnasium, and a swimming pool (currently out of use).",Public libraries,List of Carnegie libraries in Pennsylvania
Bradford,public,,Pennsylvania,United States,"Jan 19, 1900","$40,000",,27 Congress St.,,,Bradford_PA_Carnegie_Public_Library_pre_1920.jpg,,"Library moved to a new building in 1991. Now a restaurant, Beefeaters at the Historic Carnegie Library. [17] [18]",Public libraries,List of Carnegie libraries in Pennsylvania
Butler,public,,Pennsylvania,United States,"May 3, 1917","$37,000",,218 N. McKean St.,,,,,The last library commissioned by Carnegie in Pennsylvania and among the last in the entire country. Opened 1921; renovated 1966 and 2003,Public libraries,List of Carnegie libraries in Pennsylvania
Carnegie,public,,Pennsylvania,United States,"Apr 26, 1898","$310,000",,300 Beechwood Ave.,,,AndrewCarnegieFreeLibrary.jpg,"https://en.wikipedia.org/wiki/Andrew_Carnegie_Free_Library_(Carnegie,_Pennsylvania)","The seventh Carnegie Library in the USA commissioned and the third to be fully endowed. Opened May 1, 1901. Official name: Andrew Carnegie Free Library. Of the 2,509 libraries built by Andrew Carnegie, it was the only public library granted permission to use both his first and last names. In addition to the library, it includes a 788-seat Music Hall, 140-seat Lecture Hall, Civil War Museum, and a small in-town park. [19]",Public libraries,List of Carnegie libraries in Pennsylvania
Connellsville,public,,Pennsylvania,United States,"Apr 22, 1899","$75,000",,299 S. Pittsburgh St.,,,Carnegie_Free_Library_Connellsville_Pennsylvania.jpg,"https://en.wikipedia.org/wiki/Carnegie_Free_Library_(Connellsville,_Pennsylvania)",The 13th library in the US to receive a grant.,Public libraries,List of Carnegie libraries in Pennsylvania
Corry,public,,Pennsylvania,United States,"Nov 9, 1916","$15,000",,203 N. Center St.,,,"Corry,_Pennsylvania_(4826624112).jpg",,Now a restaurant,Public libraries,List of Carnegie libraries in Pennsylvania
Duquesne,public,,Pennsylvania,United States,"Jan 23, 1901","$310,000",,,,,,,The fourth and final library to be fully endowed. Carnegie had a Steel Mill here. Demolished in June 1968,Public libraries,List of Carnegie libraries in Pennsylvania
Easton,public,,Pennsylvania,United States,"Jul 4, 1901","$57,500",,515 Church St.,,,Easton_Area_Public_Library_in_Easton_PA.jpg,https://en.wikipedia.org/wiki/Easton_Area_Public_Library,,Public libraries,List of Carnegie libraries in Pennsylvania
Edgewood,public,,Pennsylvania,United States,"May 8, 1914","$12,500",,4400 Greensburg Pike,,,,,"C.C. Mellor Memorial Library, opened September 1, 1916. Named for Charles C. Mellor, one of the original trustees, appointed by Andrew Carnegie, of the Carnegie Library of Pittsburgh.",Public libraries,List of Carnegie libraries in Pennsylvania
Hamburg,public,,Pennsylvania,United States,"Feb 20, 1903","$10,000",,35 N. 3rd St.,,,Hamburg_Public_Library_BerksCo_PA.JPG,"https://en.wikipedia.org/wiki/Hamburg_Public_Library_(Hamburg,_Pennsylvania)",,Public libraries,List of Carnegie libraries in Pennsylvania
Homestead,public,,Pennsylvania,United States,"Nov 27, 1896","$322,067",,510 E. 10th Ave.,,,CarnegieLibraryofHomestead.jpg,https://en.wikipedia.org/wiki/Carnegie_Library_of_Homestead,"The sixth Carnegie Library in the US to be commissioned and the second to be fully endowed. Opened November 5, 1898. It was the 7th to open—the Lawrenceville branch of Pittsburgh, commissioned at the same time as its main branch, opened 6 months earlier. Also contains a Carnegie Music Hall, a lecture hall, a gymnasium, a swimming pool, and a bowling alley.",Public libraries,List of Carnegie libraries in Pennsylvania
Johnstown,public,,Pennsylvania,United States,"Mar 9, 1890","$55,332",,304 Washington St.,,,Johnstown_Flood_Museum_(11718055843).jpg,https://en.wikipedia.org/wiki/Cambria_Public_Library_Building,"The fourth Carnegie Library commissioned in the US and the first outside of Allegheny County, Pennsylvania. Now the Johnstown Flood Museum.",Public libraries,List of Carnegie libraries in Pennsylvania
Mansfield,public,,Pennsylvania,United States,"Mar 29, 1911","$5,000",,71 N. Main St.,,,,,,Public libraries,List of Carnegie libraries in Pennsylvania
McKeesport,public,,Pennsylvania,United States,"Apr 2, 1899","$50,000",,1507 Library Ave.,,,CarnegieFreeLibraryofMckeesport.jpg,"https://en.wikipedia.org/wiki/Carnegie_Free_Library_(McKeesport,_Pennsylvania)","The 12th library in the US to receive a grant from Carnegie. Opened July 15, 1902.",Public libraries,List of Carnegie libraries in Pennsylvania
Midland,public,,Pennsylvania,United States,"May 8, 1914","$20,000",,61 9th St.,,,Midland_Carnegie_Library.jpg,,,Public libraries,List of Carnegie libraries in Pennsylvania
North Bessemer,public,,Pennsylvania,United States,"May 1, 1901","$20,600",,,,,,,Demolished in the 1950s,Public libraries,List of Carnegie libraries in Pennsylvania
Oakmont,public,,Pennsylvania,United States,"Jan 24, 1899","$25,000",,700 Allegheny River Blvd.,,,"Carnegie_Library,_Oakmont,_2015-02-27.jpg",,The tenth library in the US to receive a grant. Opened 1901.,Public libraries,List of Carnegie libraries in Pennsylvania
Oil City,public,,Pennsylvania,United States,"Apr 12, 1900","$44,000",,2 Central Ave.,,,Oil_City_Carnegie_Library.jpg,,,Public libraries,List of Carnegie libraries in Pennsylvania
Phoenixville,public,,Pennsylvania,United States,"Mar 9, 1901","$20,000",,183 2nd Ave.,,,Line_art_of_Phoenixville_Public_Library.gif,,"Library trustees contacted Carnegie with their request in 1901. The new building, made of Avondale Stone and Indiana Limestone, opened in September 1902. In 1987 an addition was added to one side of the building to increase space and add ADA access. [20]",Public libraries,List of Carnegie libraries in Pennsylvania
Pittsburgh Main,public,,Pennsylvania,United States,"Feb 6, 1890","$1,160,614 [21]",,4400 Forbes Ave.,,,Carnegie_Library_of_Pittsburgh_1.jpg,https://en.wikipedia.org/wiki/Carnegie_Library_of_Pittsburgh,"The third Carnegie Library commissioned in the US and the first to have multiple branches. Main library dedicated November 5, 1895, at which time Carnegie announced an additional gift to enlarge the building. The mammoth structure in the Oakland neighborhood of Pittsburgh contains the Main Library, Carnegie Music Hall (the fourth to open in the USA), Carnegie Museum of Natural History, and Carnegie Museum of Art.",Public libraries,List of Carnegie libraries in Pennsylvania
Pittsburgh East Liberty,public,,Pennsylvania,United States,"Feb 6, 1890",—,,,,,,,"Opened 1905, demolished in the 1960s. In 1967 a new Carnegie library opened at a different location in East Liberty. That structure was renovated in 2010 by Edge Studio.",Public libraries,List of Carnegie libraries in Pennsylvania
Pittsburgh Hazelwood,public,,Pennsylvania,United States,"Feb 6, 1890",—,,4748 Monongahela St.,,,Hazelwood_Branch_Library_abandoned.jpg,https://en.wikipedia.org/wiki/Hazelwood_Branch_of_the_Carnegie_Library_of_Pittsburgh,"Opened August 15, 1900. The eleventh Carnegie funded library to open in America. Relocated to Second Avenue in 2004.",Public libraries,List of Carnegie libraries in Pennsylvania
Pittsburgh Homewood,public,,Pennsylvania,United States,?,"$160,500 [22]",,7101 Hamilton Ave.,,,HomewoodCarnegieLibraryofPittsburgh.jpg,https://en.wikipedia.org/wiki/Homewood_Branch_of_the_Carnegie_Library_of_Pittsburgh,"Opened 1910, it was not part of Carnegie's original grant to Pittsburgh but part of a later gift. It's the last library Carnegie built in the city of Pittsburgh and is much bigger than a typical branch building. It's the library featured in episodes of the PBS show Mr. Rogers Neighborhood. Includes 300-seat auditorium. Renovated 2004.",Public libraries,List of Carnegie libraries in Pennsylvania
Pittsburgh Lawrenceville,public,,Pennsylvania,United States,"Feb 6, 1890",—,,279 Fisk St.,,,CarnegieLibaryLawrencevillePHLF.jpg,https://en.wikipedia.org/wiki/Lawrenceville_Branch_of_the_Carnegie_Library_of_Pittsburgh,"Opened May 10, 1898. The 6th Carnegie Library to open in the US, it was the first 'self-service' library using an open-stacks policy. It was planned so one librarian could oversee the entire operation with a circulation desk flanked by turnstiles that admitted readers to the open stacks one at a time. Also the first library to have a room for children. The reading rooms were separated by walls that became glass partitions above waist level—under the watchful eye of the librarian. [1] [23]",Public libraries,List of Carnegie libraries in Pennsylvania
Pittsburgh Mount Washington,public,,Pennsylvania,United States,"Feb 6, 1890",—,,315 Grandview Ave.,,,"CarnegieLibraryofPittsburgh,MountWashington.JPG",https://en.wikipedia.org/wiki/Mount_Washington_Branch_of_the_Carnegie_Library_of_Pittsburgh,"Opened May 31, 1900; the tenth Carnegie funded library to open in America",Public libraries,List of Carnegie libraries in Pennsylvania
Pittsburgh South Side,public,,Pennsylvania,United States,"Feb 6, 1890",—,,2205 E. Carson St.,,,SouthSideCarnegieLibraryPittsburgh.jpg,https://en.wikipedia.org/wiki/South_Side_Branch_of_the_Carnegie_Library_of_Pittsburgh,"Opened January 30, 1908, the last of those which were financed from Mr. Carnegie's original gift to the city.",Public libraries,List of Carnegie libraries in Pennsylvania
Pittsburgh West End,public,,Pennsylvania,United States,"Feb 6, 1890",—,,47 Wabash St.,,,WestEndCarnegieLibraryofPittsburgh.jpg,https://en.wikipedia.org/wiki/West_End_Branch_of_the_Carnegie_Library_of_Pittsburgh,"Opened January 31, 1899. The eighth Carnegie funded library to open in America. It was Carnegie's second library (after Lawrenceville branch) to have open shelves for patrons and second neighborhood branch—which he scaled down considerably from the huge structures built as central libraries and cultural centers such as Braddock, Allegheny, Homestead, and Pittsburgh Main Branch.",Public libraries,List of Carnegie libraries in Pennsylvania
Pittsburgh Wylie Avenue,public,,Pennsylvania,United States,"Feb 6, 1890",—,,1911 Wylie Ave.,,,,,"Opened June 1, 1899. The ninth Carnegie funded library to open in America. Branch relocated in 1982. Original building now a mosque",Public libraries,List of Carnegie libraries in Pennsylvania
Pottsville,public,,Pennsylvania,United States,"Jan 28, 1916","$45,000",,215 W. Market St.,,,,,,Public libraries,List of Carnegie libraries in Pennsylvania
Reading,public,,Pennsylvania,United States,"Apr 16, 1910","$111,180",,100 S. 5th St.,,,,,"Dedicated May 15, 1913",Public libraries,List of Carnegie libraries in Pennsylvania
Ridley Park,public,,Pennsylvania,United States,"Jun 24, 1911","$10,000",,107 E. Ward St.,,,Ridley_Park_PA_Public_Library.JPG,,"Dedicated July 4, 1912",Public libraries,List of Carnegie libraries in Pennsylvania
Swissvale,public,,Pennsylvania,United States,"Nov 17, 1914","$25,000",,1800 Monongahela Ave.,,,Swissvale_Carnegie_library.jpg,,"Opened February 4, 1918. The last Library built by Carnegie in his adopted home of Allegheny County.",Public libraries,List of Carnegie libraries in Pennsylvania
Bucknell University,academic,,Pennsylvania,United States,"Mar 10, 1904","$30,000",,,,,,https://en.wikipedia.org/wiki/Bucknell_University,Now houses the history department,Academic libraries,List of Carnegie libraries in Pennsylvania
College of Physicians,academic,,Pennsylvania,United States,"Mar 4, 1903","$100,000",,19 S. 22nd St.,39.953333,-75.176667,College_of_Physicians_1.JPG,https://en.wikipedia.org/wiki/College_of_Physicians_of_Philadelphia,,Academic libraries,List of Carnegie libraries in Pennsylvania
Grove City College,academic,,Pennsylvania,United States,"Apr 28, 1900","$32,000",,,,,,https://en.wikipedia.org/wiki/Grove_City_College,Now the alumni center,Academic libraries,List of Carnegie libraries in Pennsylvania
Institute for Colored Youth,academic,,Pennsylvania,United States,"Jul 12, 1905","$10,000",,,,,1909_Cheyney_Library.JPG,https://en.wikipedia.org/wiki/Cheyney_University_of_Pennsylvania,,Academic libraries,List of Carnegie libraries in Pennsylvania
Juniata College,academic,,Pennsylvania,United States,"Mar 15, 1905","$28,000",,,,,"Juniata_College_in_Huntingdon,_Pennsylvania_27.jpg",https://en.wikipedia.org/wiki/Juniata_College,Now an art museum,Academic libraries,List of Carnegie libraries in Pennsylvania
Lebanon Valley College,academic,,Pennsylvania,United States,"Feb 5, 1904","$20,000",,,,,Lebanon_Valley_College.jpg,https://en.wikipedia.org/wiki/Lebanon_Valley_College,Now the admissions office,Academic libraries,List of Carnegie libraries in Pennsylvania
Pennsylvania State College,academic,,Pennsylvania,United States,"Jun 26, 1902","$150,000",,,,,CarnegieBuildingPennStateUniversity.jpg,https://en.wikipedia.org/wiki/Pennsylvania_State_University,Now the College of Communications,Academic libraries,List of Carnegie libraries in Pennsylvania
Perkiomen Seminary,academic,,Pennsylvania,United States,"Apr 24, 1906 Jan 2, 1913","$6,000 $15,000",,,,,Carnegie_Library_of_The_Perkiomen_School.jpg,https://en.wikipedia.org/wiki/Perkiomen_Seminary,,Academic libraries,List of Carnegie libraries in Pennsylvania
Swarthmore College,academic,,Pennsylvania,United States,"Feb 2, 1906","$50,000",,,,,,https://en.wikipedia.org/wiki/Swarthmore_College,"Open 1907–1967, burned September 16, 1983",Academic libraries,List of Carnegie libraries in Pennsylvania
Anderson,public,Anderson,South Carolina,United States,"Mar 14, 1905","$18,700",,405 N. Main St.,,,Anderson_Arts_Center_-_Old_Carnegie_Library.jpg,,"Open 1908–1971, now an arts center",Public libraries,List of Carnegie libraries in South Carolina
Beaufort,public,Beaufort,South Carolina,United States,"Sep 25, 1914","$7,500",,701 Craven St.,,,Beaufort_(SC)_Public_Library.jpg,,Open 1918–1964,Public libraries,List of Carnegie libraries in South Carolina
Camden,public,Camden,South Carolina,United States,"Nov 17, 1914","$5,000",,1314 Broad St.,,,Camden_-_Public_Library.jpg,,"Open 1916–1973, now a museum",Public libraries,List of Carnegie libraries in South Carolina
Charleston,public,Charleston,South Carolina,United States,"Feb 26, 1914","$5,000",,164 King St.,,,CLS_1914_medium.jpg,https://en.wikipedia.org/wiki/Charleston_Library_Society,Not a public library,Public libraries,List of Carnegie libraries in South Carolina
Darlington,public,Darlington,South Carolina,United States,"May 15, 1916","$10,000",,127 N. Main St.,,,,,Open 1920–1988,Public libraries,List of Carnegie libraries in South Carolina
Gaffney,public,Gaffney,South Carolina,United States,"Apr 2, 1913","$7,500",,210 N. Limestone St.,,,CarnegieFreeLibrary_9887.jpg,,"Open 1914–1972, now county offices",Public libraries,List of Carnegie libraries in South Carolina
Greenwood,public,Greenwood,South Carolina,United States,"May 15, 1916","$12,500",,,,,,,"Open 1917–1958, demolished in the 1960s",Public libraries,List of Carnegie libraries in South Carolina
Honea Path,public,Honea Path,South Carolina,United States,"Mar 7, 1907","$5,000",,318 N. Shirley Ave.,,,Honea_Path_-_Carnegie_Library.jpg,,Opened 1908,Public libraries,List of Carnegie libraries in South Carolina
Kingstree,public,Kingstree,South Carolina,United States,"Apr 19, 1915","$6,000",,135 Hampton Ave.,,,,,"Open 1917–2001, now a museum",Public libraries,List of Carnegie libraries in South Carolina
Latta,public,Latta,South Carolina,United States,"Apr 3, 1912","$5,000",,101 N. Marion St.,,,Latta_-_Carnegie_Library.jpg,,Opened 1914,Public libraries,List of Carnegie libraries in South Carolina
Marion,public,Marion,South Carolina,United States,"Nov 16, 1904","$7,500",,101 E. Court St.,,,Marion_-_Carnegie_Library.jpg,,Opened 1906,Public libraries,List of Carnegie libraries in South Carolina
Spartanburg,public,Spartanburg,South Carolina,United States,"Jun 23, 1903","$15,000",,,,,Kennedy_Free_Library.jpg,,"Opened 1906, demolished c.1956",Public libraries,List of Carnegie libraries in South Carolina
Sumter,public,Sumter,South Carolina,United States,"Sep 29, 1915","$10,000",,219 W. Liberty St.,,,"Carnegie_Public_Library_Sumter,_SC.jpg","https://en.wikipedia.org/wiki/Carnegie_Public_Library_(Sumter,_South_Carolina)","Open 1917–1968, now the county genealogical society",Public libraries,List of Carnegie libraries in South Carolina
Union,public,Union,South Carolina,United States,"Jan 13, 1903","$10,000",,300 E. South St.,,,"Carnegie_Free_Library,_300_East_South_Street,_Union_(Union_County,_South_Carolina).jpg",,Opened 1905,Public libraries,List of Carnegie libraries in South Carolina
Benedict College,academic,,South Carolina,United States,"Mar 15, 1904","$6,000",,,,,,https://en.wikipedia.org/wiki/Benedict_College,Replaced by Starks Center in 1937,Academic libraries,List of Carnegie libraries in South Carolina
Converse College,academic,,South Carolina,United States,"Mar 17, 1904","$10,000",,140 N Fairview Ave,,,Converse_College_-_Former_Carnegie_Library.jpg,https://en.wikipedia.org/wiki/Converse_College,"Open 1905–1951, now offices",Academic libraries,List of Carnegie libraries in South Carolina
Furman University,academic,,South Carolina,United States,"Mar 15, 1905","$19,000",,,,,Greenville_-_Carnegie_Library.jpg,https://en.wikipedia.org/wiki/Furman_University,"Open 1906, demolished 1961 after the university moved",Academic libraries,List of Carnegie libraries in South Carolina
Winthrop College,academic,,South Carolina,United States,"Feb 27, 1904","$30,000",,1898 Alumni Dr.,,,Winthrop_College_-_Library.jpg,https://en.wikipedia.org/wiki/Winthrop_University,"Open 1905–1961, now the Rutledge Building, houses art classes and galleries",Academic libraries,List of Carnegie libraries in South Carolina
Aberdeen,public,Aberdeen,South Dakota,United States,"Mar 14, 1901","$15,000",,,,,,,Open 1902–1950,Public libraries,List of Carnegie libraries in South Dakota
Armour,public,Armour,South Dakota,United States,"Feb 26, 1914","$7,500",,915 Main St.,,,"Armour,_South_Dakota,_Carnegie_library_from_SE_1.jpg",,,Public libraries,List of Carnegie libraries in South Dakota
Britton,public,Britton,South Dakota,United States,"May 8, 1914","$7,500",,,,,,,"Open 1921–2002, demolished for school expansion",Public libraries,List of Carnegie libraries in South Dakota
Brookings,public,Brookings,South Dakota,United States,"Dec 13, 1907","$10,000",,524 4th St.,,,BrookingsCarnegie.jpg,,"Open 1915–1976, now the Brookings Arts Council",Public libraries,List of Carnegie libraries in South Dakota
Canton,public,Canton,South Dakota,United States,"Dec 2, 1904","$10,000",,,,,,,Now a day care center,Public libraries,List of Carnegie libraries in South Dakota
Dallas,public,Dallas,South Dakota,United States,"Apr 28, 1913","$5,000",,405 Main St.,,,Dallas_SD_Carnegie_library_from_W_2.JPG,,"Opened September 18, 1914",Public libraries,List of Carnegie libraries in South Dakota
Deadwood,public,Deadwood,South Dakota,United States,"Apr 11, 1902","$15,000",,435 Williams St.,,,,,,Public libraries,List of Carnegie libraries in South Dakota
Dell Rapids,public,Dell Rapids,South Dakota,United States,"Nov 20, 1908","$6,000",,513 N. Orleans Ave.,,,"Carnegie_Library_Dell_Rapids,_SD_1.jpg",,,Public libraries,List of Carnegie libraries in South Dakota
Hot Springs,public,Hot Springs,South Dakota,United States,"Mar 9, 1907","$10,000",,145 N. Chicago St.,,,HotSpringsSD_Library.jpg,,Now an insurance office,Public libraries,List of Carnegie libraries in South Dakota
Huron,public,Huron,South Dakota,United States,"Dec 13, 1907","$10,000",,,,,,,Open 1909–1965,Public libraries,List of Carnegie libraries in South Dakota
Lake Andes Carnegie Library,public,Lake Andes,South Dakota,United States,"Nov 21, 1911","$5,000",,500 Main St.,,,"Lake_Andes,_South_Dakota_library_from_N.jpg",https://en.wikipedia.org/wiki/Lake_Andes_Carnegie_Library,"Listed on National Register of Historic Places in 2000, still in operation in 2022.",Public libraries,List of Carnegie libraries in South Dakota
Madison,public,Madison,South Dakota,United States,"Jan 16, 1906","$10,000",,209 E. Center St.,,,Madison_Public_Library.jpg,,,Public libraries,List of Carnegie libraries in South Dakota
Milbank,public,Milbank,South Dakota,United States,"Apr 11, 1905","$7,000",,211 S. 3rd St.,,,"Milbank_Carnegie_Library2_NRHP_78002555_Gtant_County,_SD.jpg",,"Closed 1979, now a museum",Public libraries,List of Carnegie libraries in South Dakota
Mitchell,public,Mitchell,South Dakota,United States,"Jan 10, 1902","$12,000",,119 W. 3rd Ave.,,,"Carnegie_Library_Mitchell,_South_Dakota.jpg",,Now houses historical and genealogical societies,Public libraries,List of Carnegie libraries in South Dakota
Pierre,public,Pierre,South Dakota,United States,"Mar 20, 1903","$12,500",,,,,,,"Open 1905–1972. Heavily damaged by fire in 1994, demolished 1995",Public libraries,List of Carnegie libraries in South Dakota
Rapid City,public,Rapid City,South Dakota,United States,"Mar 11, 1914","$12,500",,604 Kansas City St.,,,Rapid_City_Carnegie_Library_2017.JPG,,,Public libraries,List of Carnegie libraries in South Dakota
Redfield,public,Redfield,South Dakota,United States,"Mar 14, 1902","$10,000",,5 E. 5th Ave.,,,"REDFIELD_CARNEGIE_LIBRARY,_SPINK_COUNTY,_SD.JPG",,Opened in 1902,Public libraries,List of Carnegie libraries in South Dakota
Sioux Falls,public,Sioux Falls,South Dakota,United States,"Jan 24, 1901","$30,000",,235 W. 10th St.,,,Carnegie_Library_Sioux_Falls_1.jpg,,"Open 1903–1972, now the town hall",Public libraries,List of Carnegie libraries in South Dakota
Sisseton,public,Sisseton,South Dakota,United States,"Jun 11, 1914","$7,500",,215 Oak St. E,,,Sisseton_Carnegie_library_from_SSW_1.jpg,,,Public libraries,List of Carnegie libraries in South Dakota
Tyndall,public,Tyndall,South Dakota,United States,"Dec 3, 1915","$7,500",,110 W. 17th Ave.,,,Tyndall_SD_Carnegie_library_from_SW_1.JPG,,,Public libraries,List of Carnegie libraries in South Dakota
Vermillion,public,Vermillion,South Dakota,United States,"Feb 20, 1903","$10,000",,12 Church St.,,,VermilionSD_CarnegieLibraryBuilding.jpg,,,Public libraries,List of Carnegie libraries in South Dakota
Wagner,public,Wagner,South Dakota,United States,"Jun 1, 1915","$5,000",,,,,,,,Public libraries,List of Carnegie libraries in South Dakota
Watertown,public,Watertown,South Dakota,United States,"Apr 13, 1903","$10,000",,27 1st Ave. SE,,,"CARNEGIE_FREE_PUBLIC_LIBRARY,_CODINGTON_COUNTY,_SD.JPG",,"Open 1906–1967, now a museum",Public libraries,List of Carnegie libraries in South Dakota
Wessington Springs,public,Wessington Springs,South Dakota,United States,"May 3, 1917","$7,000",,109 W. Main St.,,,Wessington_Springs_library_from_NE_1.jpg,,,Public libraries,List of Carnegie libraries in South Dakota
Yankton,public,Yankton,South Dakota,United States,"Mar 14, 1902","$12,000",,4th and Capitol Sts.,,,Yankton_Carnegie_Library_from_E_1.JPG,,,Public libraries,List of Carnegie libraries in South Dakota
University of South Dakota,academic,,South Dakota,United States,"Feb 2, 1906","$40,000",,350 E. Clark St.,,,National_Music_Museum.jpg,https://en.wikipedia.org/wiki/University_of_South_Dakota,Now the National Music Museum,Academic libraries,List of Carnegie libraries in South Dakota
Yankton College,academic,,South Dakota,United States,"Feb 2, 1904","$17,000",,About 1048 Douglas Ave.,42.88000,-97.39083,,https://en.wikipedia.org/wiki/Yankton_College,"Became the Art Building in 1970. Part of Federal Prison Camp, Yankton since 1988",Academic libraries,List of Carnegie libraries in South Dakota
Brownsville Carnegie Library,public,Brownsville,Tennessee,United States,"Dec 2, 1909","$7,500",,121 W. Main St.,,,Brownsville_Carnegie_Library-Brownsville_TN.jpg,https://en.wikipedia.org/wiki/Brownsville_Carnegie_Library,"Built 1910–1912; open 1912–2002, now Chamber of Commerce; possibly designed by Neander M. Woods Jr., Memphis; rehabbed 1993 [3] Listed on National Register of Historic Places in 2018.",Public libraries,List of Carnegie libraries in Tennessee
Old Library Building,public,Chattanooga,Tennessee,United States,"Dec 27, 1900","$50,000",,200 E. 8th St.,,,OldLibraryChattanooga.jpg,"https://en.wikipedia.org/wiki/Old_Library_Building_(Chattanooga,_Tennessee)","Built 1903–1905; open 1905–1940, rehabbed late 1960s for private offices; listed on National Register of Historic Places, 1973; designed by Reuben H. Hunt, Chattanooga, TN [4]",Public libraries,List of Carnegie libraries in Tennessee
Etowah,public,Etowah,Tennessee,United States,"Sep 29, 1915","$8,000",,723-725 Ohio Ave.,,,Etowah-Carnegie-Library-tn1.jpg,,"Built 1915–1916; still functions as a library; also serves as Etowah's city hall; designed by unnamed local architect/engineer/draftsman; listed on National Register of Historic Places, 2003 [5]",Public libraries,List of Carnegie libraries in Tennessee
Greeneville,public,Greeneville,Tennessee,United States,"Nov 3, 1913","$10,000",,109 West Summer St.,,,,,"Built 1914–1915; closed 1970s; listed on National Register of Historic Places, 1974; designed by Aaron T. Simmons, Bloomington, IL; also women's rest room until 1975; National Guard headquarters late 1970s; vacant [6]",Public libraries,List of Carnegie libraries in Tennessee
Harriman,public,Harriman,Tennessee,United States,"Nov 20, 1908","$10,000",,601 Walden St.,,,Harriman-public-library-tn1.jpg,,"Built 1909–1910; still in use as a public library; listed on National Register of Historic Places, 1989; designed by Paul O. Moratz, Bloomington, IL [7]",Public libraries,List of Carnegie libraries in Tennessee
Jackson,public,Jackson,Tennessee,United States,"Feb 13, 1901","$30,000",,305 E. College St.,,,Jackson_Free_Library.JPG,https://en.wikipedia.org/wiki/Carnegie_Center_for_Arts_and_History,"Built 1901–1903; closed 1968, rehabbed 1981 as an art and history center; listed on National Register of Historic Places, 1975; designed by Anthony Ten Eyck Brown and Frederick H. Brown, Nashville [8]",Public libraries,List of Carnegie libraries in Tennessee
Johnson City,public,Johnson City,Tennessee,United States,"Dec 23, 1902","$16,000",,,,,,,"Built 1902–1904, part of Mountain Branch, National Home for Disabled Volunteer Soldiers; now a lecture hall; National Historic Landmark; designed by Joseph H. Freeland, NYC; rehabbed 1998 [9]",Public libraries,List of Carnegie libraries in Tennessee
